Name;ID;Beschreibung
Projektplanung;fa6e2b6d-c22e-480e-9cd1-5d7fa5a435f8;"Die Projektplanung dient in der RiskAG dazu, Projekte in der Forschung- und Entwicklung zielgerichtet voranzutreiben.
Das Projektplanungs-Service umfasst die Planung, Durchfhrung, Steuerung, Kontrolle und Analyse in Bezug auf Projekte. "
Citrix Umgebung;e7da2d58-fb86-4cf6-bf88-0a71c3b98305;
Strategy Generation;6808f406-1c6e-4c21-8b9c-012fdc66b8f6;
Drucker Infrastruktur und Printservice;07ff341b-0f88-42c3-9fc6-9e0004704883;
ProxyAppliance;9cea35f3-86b9-4531-a747-6e1ac2a10c5d;
Problem Management;87388aba-fb99-4d3d-b9a9-29afeaf55150;
Proxy Service;deaa8b59-e5c8-4be3-b416-dea68771f119;
Server005;05099416-9b12-48d7-b741-7c3ae508061b;
Technikraum;9ef220df-8501-4385-8934-5bbf8a70bf23;
Knowledge Management;6d9694d7-f4cd-4eed-992b-343f6cc47dd8;
Zeiterfassungs-Service;9437b602-dd47-4b1a-997a-48af3d5511ea;Das selbstentwickelte Zeiterfassungssystem untersttzt das interne Arbeitszeitmanagement, indem Anwesenheitszeiten, šberstunden, Fehlzeiten, aber auch Kapazit„tsauslastungen sowohl von ganzen Abteilungen als auch vom einzelnen Mitarbeiter erfasst werden.
Blade-Server-Hardware;d0a67706-8864-4406-883c-c8dc7b9dad44;
7 Step Improvement Process;49d5d147-ee10-4ff5-860a-2b93d4c24682;
Information Security Management;f1331df5-e26e-4250-a3bb-b26e82143b49;
Change Management;85ddbb8a-a937-4ceb-a27e-73668f3874d1;
Standard Arbeitsplatz;bb4a2598-37e4-4797-b67e-95576ea28744;
SpeedDev (Cloud Service);01998caa-87b8-4fa5-94ef-07bb2407fcf7;SpeedDev ist ein Service zur Durchfhrung von hochkomplexen Berechnungen. Da in der Risk AG keine ausreichende Rechenkapazit„t zur Verfgung steht, wurde ein SLA mit dem SpeedDev Cloud Service Partner eingegangen. 
Zeiterfassung (Eigenentwicklung);7caee347-583d-4401-b53c-8ed2c2cad818;Die Zeiterfassung erm”glich die Datenerfassung von Arbeitszeiten des Arbeitnehmers durch Erfassungsger„te und wird innerhalb der Betriebswirtschaft thematisch dem Personalwesen zugeordnet.
Node102;afcccb44-996f-469a-a154-b79bbf400856;
Oracle Service (Backend);ec6b2745-0fe3-4695-8d44-88a609ac28ab;Das Datenmanagement-System von Oracle untersttzt diverse andere Services des Unternehmens.
DNS Service;15b1a45a-aa0f-4d9d-b797-d368383f11f6;DNS sorgt dafr, dass Domain- und Rechnernamen aufgel”st werden. 
Access Management;d31a4477-34b5-4162-bd68-8a64ec38a19a;
CITRIX Service;65130ae8-b678-4072-9478-f82b64e3ff48;Citrix bietet in erster Linie Applikations- und Terminalserver-Anwendungen. 
Smartphone/Tablet;6e611b0d-0c10-423e-a75e-b84d10cce459;
Service Level Management;b59b9bcf-3098-405e-adfa-5d323f1d3e3b;
FTP-Server;09c330bf-8b5e-4ea7-ab4b-2f81e1b1e7b2;
Server027;ffa5cacc-daa4-4a52-ab03-9f5e0c7b21ff;
Projektplanung-Webanwendung;5afb482f-8cbc-48f8-a07e-9fd8f73574ea;
Proxy;0f67f5ae-2493-4a56-bd76-0f40a1816314;
Service Transition;33dc72be-fe20-4324-87e2-22f38807bdea;
SAP Service (Frontend);457eebe5-91cb-4922-b941-6ced87693614;
Service Design;cc9e1270-ae91-40dc-bf15-296012961ddb;
SpeedDev Cloud;21872ca5-96a3-405c-95ea-7276b7c95fe8;
Virenschutz-Service;f7d810eb-d012-4fee-9b0e-b7526fc4aacd;Das Virenschutz-Service dient dazu, bekannte Schadsoftware aufzuspren, zu blockieren und ggf. zu entfernen. 
Identity Management System;39ae30a0-bdd8-4cff-a12c-518e9add4e09;
Router/Switch;d8565a26-f903-4084-b3ca-4ca28739a1c6;
Office;4fe17769-9c46-4e7b-bd9c-628fcff91c79;Durch die groáe Programmvielfalt kann Office diverse Aufgaben bew„ltigen.
Projektplanung Service;3aa9682b-63e4-499a-8ba0-357fb6fd632f;
Internet-Service;8ed3ff5f-027b-4cd2-8e2d-8731ae5b148e;Um das Bereitstellen von Inhalten zu gew„hrleisten, beinhaltet der Internet-Service die entsprechende Anbindung und Sicherheit durch Schutzmechanismen wie Firewall, Proxy, etc..
Firewall Service;90333629-2f18-4538-bcf8-42fb28b7d64c;
VMWare-Server;ff76d261-c663-4e85-a134-ff4cfc88c4a7;
Service Validation and Testing;1d869da5-1a25-42cb-89c3-986ab630a0b3;
MAC OS ;c78d6559-2abf-4751-b0d1-033f05e348ef;
ISO 27001 Compliance Check;bb3c65cb-9f44-44fe-a1d3-44a214a6f0f3;
iOS Betriebssystem;fde9b7c9-96a6-4415-9d17-f5d81b1cdd32;
Angeh”rige der Mitarbeiter;61c3b76e-5b5a-41a6-9b3d-2f0f5ede145a;z.B.: Kinder oder Partner der Mitarbeiter
Angeh”rige Stammdaten fr Mitversicherung;d98349ae-ce68-4aeb-a453-1cfbcdf4c4c2;Angeh”rige Daten fr die Mitversicherung sind: Name, Geschlecht, Familienstand, Geburtsdatum, Telefonnummer, Beziehung zu Mitarbeiter, SVNR
Bank;c2ba0506-0c10-4a42-afdf-af93177379fc;
Bewerber;59423ed7-f7d7-424e-b480-fc053fb0a101;
Ehemalige Mitarbeiter;58389bcd-4059-4a43-8ab5-1227f2bf5066;
Externe Dienstleister;7cd102ff-d6dc-4513-92aa-262bab50a715;
Finanzamt ;6cf9c5b3-da5a-47dd-aa05-0cbf578f4eea;"Finanzamt Linz
Bahnhofplatz 7

Telefon fr Privatpersonen: 050 233 233
Telefon fr Unternhemer/innen: 050 233 333
Telefax: 050 233 5928002

Bankverbindung: BAWAG P.S.K
IBAN: AT03 0100 0000 0552 4464    BIC: BUNDATWW
DVR: 0009466"
Firmenbuchgericht;0248bd80-8bb4-45dc-8668-e5f68f39bb05;
Gesch„ftsfhrer / Prokurist;5a3f43f3-a244-4c88-b46c-06e4e59fc61b;
Gesch„ftsfhrung Stammdaten;5cfc2d5d-7264-43ef-ba64-8e8ab332cc0c;Daten der Gesch„ftsfhrung sind: Name, Geburtsdatum, Adresse, Staatsangeh”rigkeit, Geschlecht, ob Gesellschafter oder Gesellschaftsanteil.
Interessenten;8abb2daf-ef93-462a-a025-b786856fe0a5;deren Ansprechpartner
Karenzierte Personen;e1af8d21-94ef-4d31-8b4e-dbc4f1648113;Mtter / V„ter, die in Karenz gehen bzw. sind. 
Kunden;19c8c017-d261-429f-9966-c75ea386f106;"deren Ansprechpartner 
"
Kunden EU;5a4e2f36-a0f6-454a-a9c3-b1ca4221e908;
Kunden Inland;c0f8ebb3-2109-4580-bcc7-1b7df3aef03e;
Kunden Schweiz;1c0624b7-c1f4-46cb-8c33-edae141e8e8c;"Kein EU-Staat
Die Grundverordnung wird aber vermutlich auf Grund der EU Niederlassungen oder Tochtergesellschaften fr viele Unternhemen unmittelbare Wirkung haben. 
Oder aber auch wenn Daten von in der EU ans„ssigen Personen bearbeitet werden, um diesen Waren oder Dienstleistungen in der EU anzubieten, oder wenn Daten dazu dienen, das Verhalten der Person zu beobachten (Profiling). 
Diese Unternehmen mssen einen Vertreter in der EU benennen."
Kundenkontaktdaten;c018a640-86ad-417d-aaff-1f9c2f09804a;Name, Telefonnummer
Leistungs- und Lieferungsdaten;0256ea84-3c24-4a01-95cc-8b76864176cf;Daten sind unteranderem: Art der Leistung, Ort der Lieferung, Daten der Verzollung, Versicherung, Steuerpflicht
Lieferanten;885edd23-a972-4bf9-a68a-685b9e48cdda;
Lieferantenbankdaten;69525a38-470d-469a-8fec-c954f78adb81;
Lieferantenkontaktdaten;1b0869ef-f989-4f29-8363-98397b8b6eae;Name, Telefonnummer
Lieferantenstammdaten;1c13b42b-43dd-448e-b76a-133b40084da4;Daten sind: Name, Anrede / Geschlecht, Telefonnummer, Zugh”rigkeit zu Unternehmen/Konzern
Mitarbeiter;f2aa7e26-898e-4f83-b790-7fcf39f753dd;
Mitarbeiter Bankverbindung;5f9a7fbb-2e4c-4e60-a9a7-1b024bf49709;
Mitarbeiter Best„tigung Karenzierungsgrund (Art. 9);4c2d5b2d-ca08-4104-944f-6cc98c6b81a4;
Mitarbeiter Gehalt;e90aa6ec-bf89-4424-b6d5-47c325caa8cc;
Mitarbeiter Jahreslohnzettel ;2f56c8e6-4900-45f2-b05f-9ff26bc10344;Im Mitarbeiter Jahreslohnzettel sind enthalten der Name des Arbeitgeber, Name des Arbeitnehmers, Personalnummer, Eintrittsdatum, Grundentgelt, Normalstunden, šberstunden, Pr„ien, Bruttobezug, Gesetzliche Abzge, Auszahlungsbetrag, Zulagen und Zuschl„ge.
Mitarbeiter Krankmeldung;8a827b88-a6dc-4bab-a6a1-0acf6d93ce8d;
Mitarbeiter Name;ab8228c2-7746-4ece-bccb-4f7fd5fe324f;
Mitarbeiter Sozialversicherungsnummer;280dedd2-b2f9-465a-8690-636941872a40;
Mitarbeiter Strafregisterauszug (Art. 10);f295f821-c1e2-470b-8eb4-022c6bd74567;
Mitarbeiterstammdaten;9cbc7206-8efd-42f3-b81e-cc3f15e41e97;Daten sind unteranderem: Name, Geburtsdatum, Personalnummer, Geschlecht, Organisationseinheit, Telefonnummer, Adresse, SVNr, Sozialversicherungstr„ger, Eintrittsdatum, Vordienstzeiten, T„tigkeit im Unternehmen, Foto, Religionsbekenntnis, Netto/Brutto Entgelt, Qualifikationen, Familienstand
Risk AG (DSMS) - Verantwortlicher;6c4b30d1-884c-4acb-9f2e-ed5e8054f125;
;efb2456f-f48c-44cd-9301-d1103be2e91a;
;33052756-a61a-4341-a663-351af71a9a84;
;74fa8a60-f9bf-40a9-aeaa-bd51d73db8a9;
;942337d9-0044-4feb-9a27-22a530e08fc2;
;f7d8472b-f3eb-4099-9762-60cfbac8c916;
™sterreichische Sozialversicherung;78e90469-7c0f-4515-bfe5-d16dd3f62823;"Hauptverband der ”sterreichischen Sozialversicherungstr„ger
1030 Wien
Kundmanngasse 21
Telefon (allgemein): +43 (0)1 71132-0
Telefon (technische Untersttzung): +43 (0)5 01243313
Fax: +43 (0)1 71132-3777"
Praktikanten;d2f3fbc4-062b-4372-8363-f857e0a889e6;
Rechtsanwalt;dcdd6729-3851-498c-9f2f-7dc4e17525ab;
Schadensf„lle;086e69e8-7c41-4755-9c35-20806e453e25;
Schulungsteilnehmer;6af8eebb-8dff-48fa-b8c6-1e9f63ab8baa;
_Verarbeitungst„tigkeiten;e1ad4bfc-7e6e-4128-98b4-5033bab680be;
Versicherungsdaten;f97a8d42-cfba-412d-b3a6-77635ea2fa4f;
Versicherungsmakler;bc778a53-d767-418f-a610-f2b6c42b5e76;
Versicherungsunternehmen;1864b8ee-8186-4652-a827-d3b5303cdd64;
Datenschutz-Folgenabsch„tzung;d9e6e8fb-028c-49ca-b44e-604d5cbca458;"Die Datenschutz-Folgenabsch„tzung entspricht im Wesentlichen einer proaktiven ""Vorabkontrolle"" der geplanten Verarbeitung bezogen auf m”gliche Einflsse auf Recht und Freiheit des Betroffenen. Diese DPIA ist immer dann durchzufhren, wenn besonders schtzenswerte Daten nach Art. 9 bzw. Art. 10 EU-DSGVO verarbeitet werden oder die Verarbeitung dazu bestimmt ist, die Pers”nlichkeit des Betroffenen, einschlieálich seiner F„higkeiten, Leistungen oder seines Verhaltens zu berwachen. "
Datenschutzrechtlicher Freigabeprozess;59287a47-b439-4a31-ae7f-0dd1c478d4ef;"Im Rahmen des Datenschutzrechtlichen-Freigabeprozesses wird berprft, ob eine Verarbeitung datenschutz-konform ist. Ist diese konform, so muss eine PIA durchgefhrt werden, bei der die Bedrohung der Rechte und Freiheiten der Personen abgesch„tzt werden. Ist das Ergebnis der PIA ein ""hoch"" bzw. ""sehr hoch"", so muss eine Folgenabsch„tzung durchgefhrt werden. Bewertung unterhalb ""hoch"" k”nnen freigegeben werden. 
Ist die Verarbeitung nicht datenschutz-konform, kann keine Freigabe erteilt werden. "
Dokumentations-, Informations-, Auskunfts- und Meldepflichten;5c81cc82-ff55-4dbb-9437-1ea516d3d415;"Dem Verantwortlichen obliegt es alle Prozesse zu dokumentieren. 

Zum Zeitpunkt der Erhebung, hat der Verantwortliche die Pflicht, den Betroffenen zu informieren ber: Name und Kontaktdaten des Verantwortlichen bzw. dessen Vertreter, Kontaktdaten des Datenschutzbeauftragten, Zweck und Rechtsgrundlage der Verarbeitung, das berechtigte Interesse, Kategorien von Empf„nger, Drittl„nder oder internationale Organisationen, die Daten erhalten. Weiters ist die Speicherdauer der Daten, die Rechte des Betroffenen und ob Profiling betrieben wird und die dahintersteckende Logik, anzugeben. 

Der Betroffenen hat das Recht auf Auskunft ber seine personenbezogenen Daten. Folgende Informationen sind anzugeben: Verarbeitungszwecke, Kategorien personenbezogener Daten, Kategorien von Empf„nger, Speicherdauer, Rechte des Betroffenen, die Herkunft der Daten, und ob Profiling betrieben wird und die dahintersteckende Logik. 

Im Falle einer Verletzung des Schutzes personenbezogener Daten meldet der Verantwortliche unverzglich und binnen 72 Stunden, nachdem ihm die Verletzung bekannt wurde, dies der zust„ndigen Aufsichtsbeh”rde und dem Betroffenen. Die Meldung kann entfallen, wenn es nicht zu einem Risiko der Rechte und Freiheiten der natrlichen Person fhrt. Wird nicht innerhalb von 72 Stunden gemeldet, so muss eine Begrndung fr die Verz”gerung der Beh”rde vorgelegt werden. "
DSMS-Prozess;77fc459e-26a2-4698-8699-06cceda2c82a;Implementierung des Datenschutzmanagements als eigenen Prozess im Unternehmen. 
Datenbermittlung - Angebotserstellung Mitarbeiter;5f7b1211-7b05-4e6f-9263-a69e30de8029;Angebote, mit enthaltenen Strafregisterauszug, werden an Kunden im Inland, in der EU und Schweiz bermittelt (sofern gefordert.) 
Angeh”rige Stammdaten;fda68d3b-6ad9-4abf-b8df-f3a5666ed1b5;Name, Geschlecht, Familienstand, Geburtsdatum, Telefonnummer, Beziehung zu Mitarbeiter, SVNR
Auftragsabwicklung;16bccebb-41f9-4690-ab3f-1bb8c800d4fb;"Auftragsabwicklung zu den Kunden
Projektabwicklung"
Ausgeschiedene Mitarbeiter Daten;c9b06556-dedd-477b-b744-4bd775353b1b;"Mitarbeiterstammdaten (Name, Adresse, Titel, Personalnummer, Eintrittsdatum (Austrittsdatum), Grundentgelt), Krankmeldungen, Sozialverischerungsdaten (SVNR, Sozialversicherungstr„ger,etc), Bruttobezge, Absetzbetr„ge, Besch„ftigungsverh„ltnis, Normalstunden, šberstunden, Pr„mien, Gesetzliche Abzge, Auszahlungsbetrag, Zulagen und Zuschl„ge

"
Beantragung Mitversicherung;a85f45cb-a325-410e-b433-e3c12b0ca671;Mitversicherung von Kindern bzw. Partnern (Ehegatte/in).
Bewerberdaten;c13b2586-5a80-4b48-8f5d-0fc869349e4e;Name, Geburtsdatum, Staatsbrgerschaft, Geschlecht, Adresse, Telefonnummer, E-Mail, Foto, Ausbildungsdaten, Berufserfahrung, Lebenslauf, Sprachkenntnisse, spezielle Berufserfordernisse, Religionsbekenntnis, Gesundheitsdaten
Bromanagement;58565acd-2d23-4a85-9d22-b6b0e3283611;
